start-geopoint,_start-geopoint_latitude,_start-geopoint_longitude,_start-geopoint_altitude,_start-geopoint_precision,Region_faci,Facility_id4,gps,_gps_latitude,_gps_longitude,_gps_altitude,_gps_precision
13.8523459 39.7406192 0.0 1899.999,13.8523459,39.7406192,0,1899.999,6,5,13.864832 39.7378632 2716.7999999999997 4.883,13.864832,39.7378632,2716.8,4.883
,,,,,6,7,13.8647183 39.737964 2681.6 4.96,13.8647183,39.737964,2681.6,4.96
,,,,,6,5,13.8647606 39.7380478 2681.6 4.833,13.8647606,39.7380478,2681.6,4.833
,,,,,6,5,13.864758 39.7380591 2676.5 5.0,13.864758,39.7380591,2676.5,5
,,,,,6,5,13.86482 39.737905 2687.7999999999997 4.96,13.86482,39.737905,2687.8,4.96
13.8648722 39.7378697 2683.7 6.9,13.8648722,39.7378697,2683.7,6.9,6,5,13.8647543 39.7380923 2676.1 4.98,13.8647543,39.7380923,2676.1,4.98
13.8523459 39.7406192 0.0 1899.999,13.8523459,39.7406192,0,1899.999,6,5,13.8648138 39.7378301 2695.1 4.942,13.8648138,39.7378301,2695.1,4.942
13.8523459 39.7406192 0.0 1899.999,13.8523459,39.7406192,0,1899.999,6,5,13.8647979 39.7380065 2695.2 4.92,13.8647979,39.7380065,2695.2,4.92
13.8523459 39.7406192 0.0 1899.999,13.8523459,39.7406192,0,1899.999,6,5,13.8647101 39.7380432 2695.2 4.933,13.8647101,39.7380432,2695.2,4.933
13.8523459 39.7406192 2695.1 1899.999,13.8523459,39.7406192,2695.1,1899.999,6,5,13.8647663 39.7379905 2696.1 4.86,13.8647663,39.7379905,2696.1,4.86
13.8523459 39.7406192 0.0 1899.999,13.8523459,39.7406192,0,1899.999,6,5,13.8647346 39.7382513 2692.3999999999996 4.942,13.8647346,39.7382513,2692.4,4.942
13.8523459 39.7406192 0.0 1899.999,13.8523459,39.7406192,0,1899.999,6,5,13.864745 39.7384426 2679.2999999999997 5.0,13.864745,39.7384426,2679.3,5
13.8657087 39.7357876 0.0 100.0,13.8657087,39.7357876,0,100,6,5,13.8647163 39.7380981 2700.2999999999997 4.26,13.8647163,39.7380981,2700.3,4.26
13.8659518 39.7392236 2755.2999999999997 10.88,13.8659518,39.7392236,2755.3,10.88,6,5,13.8646844 39.7380272 2672.7999999999997 4.333,13.8646844,39.7380272,2672.8,4.333
13.8523459 39.7406192 2714.8999999999996 1899.999,13.8523459,39.7406192,2714.9,1899.999,6,5,13.8647249 39.7381143 2689.2999999999997 4.9,13.8647249,39.7381143,2689.3,4.9
13.8646804 39.7380088 2692.1 5.95,13.8646804,39.7380088,2692.1,5.95,6,5,13.864723 39.7380428 2689.7999999999997 4.992,13.864723,39.7380428,2689.8,4.992
13.8646954 39.7380427 2689.2 5.714,13.8646954,39.7380427,2689.2,5.714,6,5,13.8647158 39.738078 2687.8999999999996 4.95,13.8647158,39.738078,2687.9,4.95
13.8646882 39.7381075 2687.3999999999996 5.8,13.8646882,39.7381075,2687.4,5.8,6,5,13.8646983 39.7379502 2700.3999999999996 4.957,13.8646983,39.7379502,2700.4,4.957
13.8646791 39.7380524 2701.0 6.342,13.8646791,39.7380524,2701,6.342,6,5,13.8647285 39.7380555 2700.8999999999996 4.921,13.8647285,39.7380555,2700.9,4.921
14.1052213 38.4546116 1915.3 13.566,14.1052213,38.4546116,1915.3,13.566,6,9,14.105576 38.455197 1972.5 4.58,14.105576,38.455197,1972.5,4.58
14.0373099 39.0578883 0.0 899.999,14.0373099,39.0578883,0,899.999,6,6,14.03886 39.0663983 1973.2 3.9,14.03886,39.0663983,1973.2,3.9
14.0373099 39.0578883 0.0 899.999,14.0373099,39.0578883,0,899.999,6,6,14.0388612 39.0663981 1973.2 4.316,14.0388612,39.0663981,1973.2,4.316
14.0373099 39.0578883 0.0 899.999,14.0373099,39.0578883,0,899.999,6,6,14.0393788 39.0665081 1974.5 4.775,14.0393788,39.0665081,1974.5,4.775
,,,,,6,4,13.6383353 39.1757472 2610.0 4.477,13.6383353,39.1757472,2610,4.477
,,,,,6,4,13.6383367 39.1757467 2610.0 2.8,13.6383367,39.1757467,2610,2.8
,,,,,6,4,13.6383094 39.1757778 2596.2 4.833,13.6383094,39.1757778,2596.2,4.833
12.937496 39.5166036 2468.5 311.01,12.937496,39.5166036,2468.5,311.01,6,2,12.9374815 39.5165865 2461.6 4.62,12.9374815,39.5165865,2461.6,4.62
12.9362935 39.5169977 0.0 3000.0,12.9362935,39.5169977,0,3000,6,2,12.9374902 39.5166529 2461.6 4.6,12.9374902,39.5166529,2461.6,4.6
12.9362935 39.5169977 0.0 3000.0,12.9362935,39.5169977,0,3000,6,2,12.9374927 39.5166593 2461.5 4.5,12.9374927,39.5166593,2461.5,4.5
12.9362935 39.5169977 0.0 3000.0,12.9362935,39.5169977,0,3000,6,2,12.9374971 39.5166629 2461.5 3.3,12.9374971,39.5166629,2461.5,3.3
12.9362935 39.5169977 0.0 3000.0,12.9362935,39.5169977,0,3000,6,2,12.9374958 39.516657 2461.5 4.64,12.9374958,39.516657,2461.5,4.64
12.9362935 39.5169977 0.0 3000.0,12.9362935,39.5169977,0,3000,6,2,12.9374973 39.5165223 2461.2 4.9,12.9374973,39.5165223,2461.2,4.9
12.9362935 39.5169977 0.0 3000.0,12.9362935,39.5169977,0,3000,6,2,12.9375109 39.5165366 2461.2 4.8,12.9375109,39.5165366,2461.2,4.8
12.9362935 39.5169977 0.0 3000.0,12.9362935,39.5169977,0,3000,6,2,12.9375318 39.5165334 2460.3999999999996 4.5,12.9375318,39.5165334,2460.4,4.5
12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300,6,3,12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300
12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300,6,3,12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300
12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300,6,3,12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300
12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300,6,3,12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300
12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300,6,3,12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300
12.7986866 39.6477843 1762.8 300.0,12.7986866,39.6477843,1762.8,300,6,3,12.7976303 39.6471391 0.0 1700.0,12.7976303,39.6471391,0,1700
12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300,6,3,12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300
12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300,6,3,12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300
12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300,6,3,12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300
12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300,6,3,12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300
12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300,6,3,12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300
12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300,6,3,12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300
12.7986866 39.6477843 1762.8 300.0,12.7986866,39.6477843,1762.8,300,6,3,12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300
12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300,6,3,12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300
12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300,6,3,12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300
12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300,6,3,12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300
12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300,6,3,12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300
12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300,6,3,12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300
12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300,6,3,12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300
12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300,6,3,12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300
12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300,6,3,12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300
12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300,6,3,12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300
12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300,6,3,12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300
13.635995 39.1672097 0.0 4699.999,13.635995,39.1672097,0,4699.999,6,4,13.6389062 39.1740599 2626.7 4.86,13.6389062,39.1740599,2626.7,4.86
13.635995 39.1672097 0.0 4699.999,13.635995,39.1672097,0,4699.999,6,4,13.63888 39.1740983 2623.8 5.0,13.63888,39.1740983,2623.8,5
13.635995 39.1672097 0.0 4699.999,13.635995,39.1672097,0,4699.999,6,4,13.6389097 39.1740716 2626.7 4.779,13.6389097,39.1740716,2626.7,4.779
12.7986415 39.6477567 0.0 300.0,12.7986415,39.6477567,0,300,6,3,12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300
,,,,,6,3,12.7976303 39.6471391 0.0 1700.0,12.7976303,39.6471391,0,1700
12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300,6,3,12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300
12.7986866 39.6477843 1762.8 300.0,12.7986866,39.6477843,1762.8,300,6,3,12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300
12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300,6,3,12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300
12.7976303 39.6471391 0.0 1700.0,12.7976303,39.6471391,0,1700,6,3,12.7976303 39.6471391 0.0 1700.0,12.7976303,39.6471391,0,1700
12.7996275 39.6490746 0.0 200.0,12.7996275,39.6490746,0,200,6,3,12.7996275 39.6490746 0.0 200.0,12.7996275,39.6490746,0,200
12.7996275 39.6490746 0.0 200.0,12.7996275,39.6490746,0,200,6,3,12.7996275 39.6490746 0.0 200.0,12.7996275,39.6490746,0,200
12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300,6,3,12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300
12.797688 39.6468165 0.0 1700.0,12.797688,39.6468165,0,1700,6,3,12.797688 39.6468165 0.0 1700.0,12.797688,39.6468165,0,1700
12.9362935 39.5169977 0.0 2000.0,12.9362935,39.5169977,0,2000,6,2,12.9369238 39.51666 2462.8999999999996 4.7,12.9369238,39.51666,2462.9,4.7
12.9362935 39.5169977 0.0 2000.0,12.9362935,39.5169977,0,2000,6,2,12.9370883 39.5166762 2465.7 4.475,12.9370883,39.5166762,2465.7,4.475
12.9362935 39.5169977 0.0 2000.0,12.9362935,39.5169977,0,2000,6,2,12.9375527 39.5167073 2484.2999999999997 4.62,12.9375527,39.5167073,2484.3,4.62
12.9349437 39.5179675 0.0 200.0,12.9349437,39.5179675,0,200,6,2,12.9375219 39.5166866 2484.5 4.891,12.9375219,39.5166866,2484.5,4.891
12.9349437 39.5179675 0.0 200.0,12.9349437,39.5179675,0,200,6,2,12.9375552 39.5167202 2484.3999999999996 3.5,12.9375552,39.5167202,2484.4,3.5
12.9362935 39.5169977 0.0 2000.0,12.9362935,39.5169977,0,2000,6,2,12.9374916 39.5167357 2485.7999999999997 4.944,12.9374916,39.5167357,2485.8,4.944
,,,,,6,7,14.1221414 38.5941406 2257.2 4.62,14.1221414,38.5941406,2257.2,4.62
14.1165617 38.5998767 2251.1 1623.852,14.1165617,38.5998767,2251.1,1623.852,6,7,14.1142107 38.6012323 2221.3999999999996 4.966,14.1142107,38.6012323,2221.4,4.966
12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300,6,3,12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300
12.8003289 39.6484294 0.0 300.0,12.8003289,39.6484294,0,300,6,3,12.8003289 39.6484294 0.0 300.0,12.8003289,39.6484294,0,300
14.0373099 39.0578883 0.0 899.999,14.0373099,39.0578883,0,899.999,6,6,14.0381526 39.0663319 1660.1 4.78,14.0381526,39.0663319,1660.1,4.78
14.0373099 39.0578883 0.0 899.999,14.0373099,39.0578883,0,899.999,6,6,14.0378697 39.0665438 1650.9 4.879,14.0378697,39.0665438,1650.9,4.879
,,,,,6,6,14.0385446 39.0657447 1980.8 4.983,14.0385446,39.0657447,1980.8,4.983
14.0373099 39.0578883 0.0 899.999,14.0373099,39.0578883,0,899.999,6,6,14.0385631 39.0638981 1864.3 7.3,14.0385631,39.0638981,1864.3,7.3
14.0373099 39.0578883 0.0 899.999,14.0373099,39.0578883,0,899.999,6,6,14.0386463 39.0645533 1862.7 6.233,14.0386463,39.0645533,1862.7,6.233
14.0397989 39.0683079 0.0 100.0,14.0397989,39.0683079,0,100,6,6,14.0392988 39.0649176 1972.5 4.983,14.0392988,39.0649176,1972.5,4.983
14.0373099 39.0578883 0.0 899.999,14.0373099,39.0578883,0,899.999,6,6,14.0393317 39.0654099 1966.3 5.0,14.0393317,39.0654099,1966.3,5
14.0373099 39.0578883 0.0 899.999,14.0373099,39.0578883,0,899.999,6,6,14.0391431 39.0662736 1949.8 4.96,14.0391431,39.0662736,1949.8,4.96
14.0373099 39.0578883 0.0 899.999,14.0373099,39.0578883,0,899.999,6,6,14.0373099 39.0578883 0.0 899.999,14.0373099,39.0578883,0,899.999
14.0373099 39.0578883 0.0 899.999,14.0373099,39.0578883,0,899.999,6,6,14.039082 39.0662996 1954.1 4.733,14.039082,39.0662996,1954.1,4.733
14.0373099 39.0578883 0.0 899.999,14.0373099,39.0578883,0,899.999,6,6,14.0391433 39.0647483 1975.0 5.0,14.0391433,39.0647483,1975,5
14.0373099 39.0578883 0.0 899.999,14.0373099,39.0578883,0,899.999,6,6,14.0391276 39.0647384 1975.0 4.98,14.0391276,39.0647384,1975,4.98
14.0373099 39.0578883 0.0 899.999,14.0373099,39.0578883,0,899.999,6,6,14.0392144 39.064798 1974.1 4.86,14.0392144,39.064798,1974.1,4.86
14.0373099 39.0578883 0.0 899.999,14.0373099,39.0578883,0,899.999,6,6,14.039455 39.0650833 2042.3 5.0,14.039455,39.0650833,2042.3,5
14.0391573 39.0664024 1964.2 5.7,14.0391573,39.0664024,1964.2,5.7,6,6,14.0390332 39.0664031 1964.7 4.25,14.0390332,39.0664031,1964.7,4.25
13.635995 39.1672097 0.0 4699.999,13.635995,39.1672097,0,4699.999,6,4,13.638792 39.1764429 2609.8 4.86,13.638792,39.1764429,2609.8,4.86
13.635995 39.1672097 0.0 4699.999,13.635995,39.1672097,0,4699.999,6,4,13.638792 39.1764429 2609.8 4.86,13.638792,39.1764429,2609.8,4.86
14.0373099 39.0578883 0.0 899.999,14.0373099,39.0578883,0,899.999,6,6,14.0390641 39.0663033 1964.1 4.9,14.0390641,39.0663033,1964.1,4.9
14.039285 39.064745 1966.9 422.958,14.039285,39.064745,1966.9,422.958,6,6,14.0373099 39.0578883 0.0 899.999,14.0373099,39.0578883,0,899.999
14.039285 39.064745 1966.9 450.921,14.039285,39.064745,1966.9,450.921,6,6,14.038871 39.0662685 1986.2 4.85,14.038871,39.0662685,1986.2,4.85
12.797688 39.6468165 0.0 1700.0,12.797688,39.6468165,0,1700,6,3,12.797688 39.6468165 0.0 1700.0,12.797688,39.6468165,0,1700
12.797688 39.6468165 0.0 1700.0,12.797688,39.6468165,0,1700,6,3,12.797688 39.6468165 0.0 1700.0,12.797688,39.6468165,0,1700
12.797688 39.6468165 0.0 1700.0,12.797688,39.6468165,0,1700,6,3,12.797688 39.6468165 0.0 1700.0,12.797688,39.6468165,0,1700
12.797688 39.6468165 0.0 1700.0,12.797688,39.6468165,0,1700,6,3,12.797688 39.6468165 0.0 1700.0,12.797688,39.6468165,0,1700
12.8003289 39.6484294 0.0 300.0,12.8003289,39.6484294,0,300,6,3,12.8003289 39.6484294 0.0 300.0,12.8003289,39.6484294,0,300
,,,,,6,7,14.1141363 38.6010504 2220.8999999999996 4.35,14.1141363,38.6010504,2220.9,4.35
,,,,,6,7,14.1143259 38.601311 2222.6 4.385,14.1143259,38.601311,2222.6,4.385
,,,,,6,7,14.1141148 38.6010036 2220.7999999999997 4.9,14.1141148,38.6010036,2220.8,4.9
12.9362935 39.5169977 0.0 2000.0,12.9362935,39.5169977,0,2000,6,2,12.937431 39.5166405 2461.6 4.621,12.937431,39.5166405,2461.6,4.621
,,,,,6,8,14.3089852 38.176794 1827.0 4.95,14.3089852,38.176794,1827,4.95
,,,,,6,8,14.3089497 38.1766651 1827.3 4.34,14.3089497,38.1766651,1827.3,4.34
14.3095141 38.1752922 0.0 100.0,14.3095141,38.1752922,0,100,6,8,14.309201 38.1767486 1832.6999999999998 4.966,14.309201,38.1767486,1832.7,4.966
14.3092015 38.1767481 1832.6999999999998 4.88,14.3092015,38.1767481,1832.7,4.88,6,8,14.309266 38.1767079 1832.6999999999998 4.957,14.309266,38.1767079,1832.7,4.957
14.3092633 38.17672 1832.6999999999998 5.1,14.3092633,38.17672,1832.7,5.1,6,8,14.3091377 38.1768066 1832.6999999999998 4.983,14.3091377,38.1768066,1832.7,4.983
14.3071418 38.1782627 0.0 3200.0,14.3071418,38.1782627,0,3200,6,8,14.308982 38.1766265 1808.1999999999998 4.54,14.308982,38.1766265,1808.2,4.54
14.3095141 38.1752922 1820.8999999999999 100.0,14.3095141,38.1752922,1820.9,100,6,8,14.3091657 38.1769625 1843.8999999999999 4.985,14.3091657,38.1769625,1843.9,4.985
14.3091567 38.1769383 1842.8999999999999 28.509,14.3091567,38.1769383,1842.9,28.509,6,8,14.3092388 38.176779 1821.5 4.898,14.3092388,38.176779,1821.5,4.898
14.3093082 38.1766957 1827.0 10.6,14.3093082,38.1766957,1827,10.6,6,8,14.3092419 38.1767671 1850.8999999999999 4.883,14.3092419,38.1767671,1850.9,4.883
14.3092063 38.1767509 1850.8 6.18,14.3092063,38.1767509,1850.8,6.18,6,8,14.3091708 38.1767868 1801.1 4.68,14.3091708,38.1767868,1801.1,4.68
14.3090419 38.177007 1835.1 18.4,14.3090419,38.177007,1835.1,18.4,6,8,14.3090624 38.1769528 1837.3 4.966,14.3090624,38.1769528,1837.3,4.966
14.3090394 38.176887 1836.8 5.733,14.3090394,38.176887,1836.8,5.733,6,8,14.3090826 38.1768386 1836.6999999999998 4.84,14.3090826,38.1768386,1836.7,4.84
14.0373099 39.0578883 0.0 800.0,14.0373099,39.0578883,0,800,6,6,14.039194 39.0646446 1966.8 4.966,14.039194,39.0646446,1966.8,4.966
14.0373099 39.0578883 0.0 800.0,14.0373099,39.0578883,0,800,6,6,14.0392669 39.0646877 1967.0 5.0,14.0392669,39.0646877,1967,5
14.0373099 39.0578883 0.0 800.0,14.0373099,39.0578883,0,800,6,6,14.0391834 39.0648246 1966.2 4.7,14.0391834,39.0648246,1966.2,4.7
12.7897606 39.6403643 0.0 4599.999,12.7897606,39.6403643,0,4599.999,6,3,12.7897606 39.6403643 0.0 4599.999,12.7897606,39.6403643,0,4599.999
,,,,,6,9,14.1041596 38.455777 1994.1000000000001 4.983,14.1041596,38.455777,1994.1,4.983
,,,,,6,9,14.105565 38.4551541 1980.4 4.9,14.105565,38.4551541,1980.4,4.9
14.1054978 38.4550429 1923.3 9.9,14.1054978,38.4550429,1923.3,9.9,6,9,14.1234501 38.7245612 2104.1 4.84,14.1234501,38.7245612,2104.1,4.84
,,,,,6,9,14.1054865 38.4547974 1976.7 5.0,14.1054865,38.4547974,1976.7,5
12.9362935 39.5169977 2468.1 2000.0,12.9362935,39.5169977,2468.1,2000,6,2,12.9375486 39.5166198 2461.2 4.034,12.9375486,39.5166198,2461.2,4.034
12.9362935 39.5169977 0.0 2000.0,12.9362935,39.5169977,0,2000,6,2,12.9375199 39.5166602 2461.1 4.16,12.9375199,39.5166602,2461.1,4.16
,,,,,6,1,13.2411972 39.5202854 2070.0 4.7,13.2411972,39.5202854,2070,4.7
13.241211 39.5202183 2070.9 4.92,13.241211,39.5202183,2070.9,4.92,6,1,13.2412105 39.5204333 2091.2 5.0,13.2412105,39.5204333,2091.2,5
,,,,,6,1,13.2410483 39.5203817 2074.1 4.933,13.2410483,39.5203817,2074.1,4.933
13.8635593 39.7377203 0.0 2599.999,13.8635593,39.7377203,0,2599.999,6,5,13.8648273 39.7382974 2690.6 4.22,13.8648273,39.7382974,2690.6,4.22
13.8635593 39.7377203 0.0 2599.999,13.8635593,39.7377203,0,2599.999,6,5,13.8648317 39.7382983 2690.6 4.3,13.8648317,39.7382983,2690.6,4.3
13.8635593 39.7377203 0.0 2599.999,13.8635593,39.7377203,0,2599.999,6,5,13.864835 39.7382983 2690.6 4.2,13.864835,39.7382983,2690.6,4.2
13.8635593 39.7377203 0.0 2599.999,13.8635593,39.7377203,0,2599.999,6,5,13.8647625 39.7382872 2679.2999999999997 4.983,13.8647625,39.7382872,2679.3,4.983
13.8635593 39.7377203 0.0 2599.999,13.8635593,39.7377203,0,2599.999,6,5,13.8648317 39.7382917 2690.6 4.2,13.8648317,39.7382917,2690.6,4.2
13.8657087 39.7357876 0.0 100.0,13.8657087,39.7357876,0,100,6,5,13.8647233 39.7382864 2679.1 4.9,13.8647233,39.7382864,2679.1,4.9
13.8635593 39.7377203 0.0 2599.999,13.8635593,39.7377203,0,2599.999,6,5,13.8647689 39.738331 2694.8999999999996 3.95,13.8647689,39.738331,2694.9,3.95
13.8635593 39.7377203 0.0 2599.999,13.8635593,39.7377203,0,2599.999,6,5,13.8647217 39.7382275 2679.0 4.88,13.8647217,39.7382275,2679,4.88
13.8635593 39.7377203 0.0 2599.999,13.8635593,39.7377203,0,2599.999,6,5,13.8647761 39.7383227 2679.3999999999996 4.94,13.8647761,39.7383227,2679.4,4.94
13.8635593 39.7377203 0.0 2599.999,13.8635593,39.7377203,0,2599.999,6,5,13.8647722 39.7383079 2679.2999999999997 5.0,13.8647722,39.7383079,2679.3,5
13.8635593 39.7377203 0.0 2599.999,13.8635593,39.7377203,0,2599.999,6,5,13.8647245 39.7382648 2670.6 4.3,13.8647245,39.7382648,2670.6,4.3
13.8646486 39.7382301 2670.8999999999996 7.866,13.8646486,39.7382301,2670.9,7.866,6,5,13.8635593 39.7377203 2670.8999999999996 2599.999,13.8635593,39.7377203,2670.9,2599.999
13.8625567 39.736695 2571.5 28.262,13.8625567,39.736695,2571.5,28.262,6,5,13.8648622 39.7383106 2681.3999999999996 4.9,13.8648622,39.7383106,2681.4,4.9
13.864875 39.7383417 2681.0 34.87,13.864875,39.7383417,2681,34.87,6,5,13.8647565 39.7382907 2679.0 4.32,13.8647565,39.7382907,2679,4.32
13.854882 39.7294822 2210.5 20.76,13.854882,39.7294822,2210.5,20.76,6,5,13.8647849 39.7383946 2694.2999999999997 4.933,13.8647849,39.7383946,2694.3,4.933
13.8635593 39.7377203 0.0 2599.999,13.8635593,39.7377203,0,2599.999,6,5,13.8648034 39.7383314 2693.0 4.766,13.8648034,39.7383314,2693,4.766
13.8635593 39.7377203 0.0 2599.999,13.8635593,39.7377203,0,2599.999,6,5,13.8647285 39.7383084 2695.2999999999997 4.993,13.8647285,39.7383084,2695.3,4.993
13.8635593 39.7377203 2197.2999999999997 2599.999,13.8635593,39.7377203,2197.3,2599.999,6,5,13.864837 39.7383382 2693.2999999999997 4.537,13.864837,39.7383382,2693.3,4.537
,,,,,6,1,13.2411758 39.5204438 2095.3 4.94,13.2411758,39.5204438,2095.3,4.94
13.2411 39.5201538 2122.0 6.0,13.2411,39.5201538,2122,6,6,1,13.2411651 39.5203631 2093.7 4.24,13.2411651,39.5203631,2093.7,4.24
13.241089 39.520299 2093.8 6.66,13.241089,39.520299,2093.8,6.66,6,1,13.2426705 39.5181588 2560.9 4.916,13.2426705,39.5181588,2560.9,4.916
,,,,,6,1,13.2412569 39.5202837 2091.7 4.66,13.2412569,39.5202837,2091.7,4.66
,,,,,6,1,13.2411535 39.5203799 2080.0 4.46,13.2411535,39.5203799,2080,4.46
,,,,,6,1,13.2412711 39.5204241 2090.7 4.733,13.2412711,39.5204241,2090.7,4.733
,,,,,6,1,13.2412391 39.5205138 2091.3 4.7,13.2412391,39.5205138,2091.3,4.7
,,,,,6,1,13.2413088 39.5204926 2097.6 4.875,13.2413088,39.5204926,2097.6,4.875
,,,,,6,1,13.2411835 39.5203952 2087.9 4.866,13.2411835,39.5203952,2087.9,4.866
13.24118 39.520375 2086.3 6.1,13.24118,39.520375,2086.3,6.1,6,1,13.2411022 39.5203971 2082.9 4.6,13.2411022,39.5203971,2082.9,4.6
13.241017 39.5203005 2082.8 5.616,13.241017,39.5203005,2082.8,5.616,6,1,13.2410598 39.5203499 2060.7 4.98,13.2410598,39.5203499,2060.7,4.98
,,,,,6,1,13.2411419 39.5203838 2075.7 4.76,13.2411419,39.5203838,2075.7,4.76
,,,,,6,1,13.2411516 39.5204126 2092.8 4.88,13.2411516,39.5204126,2092.8,4.88
,,,,,6,1,13.2411694 39.5204504 2091.3 4.72,13.2411694,39.5204504,2091.3,4.72
,,,,,6,1,13.241259 39.5203295 2095.0 4.95,13.241259,39.5203295,2095,4.95
,,,,,6,1,13.2411154 39.5203909 2065.4 4.38,13.2411154,39.5203909,2065.4,4.38
13.2411433 39.5203683 2065.4 6.0,13.2411433,39.5203683,2065.4,6,6,1,13.2411009 39.5204151 2058.2 4.7,13.2411009,39.5204151,2058.2,4.7
,,,,,6,1,13.2411002 39.5203688 2061.1 4.9,13.2411002,39.5203688,2061.1,4.9
,,,,,6,1,13.2411338 39.5203837 2078.3 4.18,13.2411338,39.5203837,2078.3,4.18
,,,,,6,1,13.2411722 39.5204361 2065.0 4.6,13.2411722,39.5204361,2065,4.6
13.240955 39.5201283 2147.2 9.0,13.240955,39.5201283,2147.2,9,6,1,13.2411117 39.5203729 2083.6 4.7,13.2411117,39.5203729,2083.6,4.7
,,,,,6,1,13.2412298 39.5203903 2083.6 4.25,13.2412298,39.5203903,2083.6,4.25
,,,,,6,3,12.800267 39.6471391 0.0 100.0,12.800267,39.6471391,0,100
12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300,6,3,12.797688 39.6468165 0.0 1700.0,12.797688,39.6468165,0,1700
12.797688 39.6468165 0.0 1700.0,12.797688,39.6468165,0,1700,6,3,12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300
12.7996275 39.6490746 0.0 200.0,12.7996275,39.6490746,0,200,6,3,12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300
12.797688 39.6468165 0.0 1700.0,12.797688,39.6468165,0,1700,6,3,12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300
12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300,6,3,12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300
12.7897606 39.6403643 0.0 4599.999,12.7897606,39.6403643,0,4599.999,6,3,12.7897606 39.6403643 0.0 4599.999,12.7897606,39.6403643,0,4599.999
